Date,Market,RF,HML,RMW,Mom
2022-04,-0.08470000000000001,0.0,0.0432,-0.0175,0.015
2022-05,0.0129,0.0003,0.008100000000000001,-0.0029,0.0177
2022-06,-0.0676,0.0006,0.0319,-0.02,-0.0141
2022-07,0.0575,0.0008,-0.0557,0.032799999999999996,-0.0345
2022-08,-0.0292,0.0019,0.0083,-0.0101,0.0175
2022-09,-0.09079999999999999,0.0019,0.023,-0.022799999999999997,0.0144
2022-10,0.0218,0.0023,-0.030899999999999997,0.013300000000000001,-0.0168
2022-11,0.1049,0.0029,0.0049,-0.0102,-0.0116
2022-12,0.005,0.0033,0.0694,-0.0384,0.042300000000000004
2023-01,0.0508,0.0034999999999999996,-0.0146,0.0017000000000000001,-0.0385
2023-02,-0.036199999999999996,0.0034000000000000002,0.047400000000000005,-0.0274,0.011399999999999999
2023-03,0.0433,0.0036,-0.0349,0.0172,-0.0064
2023-04,0.0007999999999999995,0.0034999999999999996,0.0316,-0.0143,0.0008
2023-05,0.008799999999999999,0.0036,-0.0177,0.0085,0.004699999999999999
2023-06,0.03949999999999999,0.004,0.0351,-0.0104,0.015700000000000002
2023-07,0.0289,0.0045000000000000005,0.055099999999999996,-0.0253,-0.003
2023-08,-0.0178,0.0045000000000000005,0.0345,-0.0158,-0.0013
2023-09,-0.0204,0.0043,0.08220000000000001,-0.028399999999999998,0.0171
2023-10,-0.044899999999999995,0.004699999999999999,0.023399999999999997,-0.011000000000000001,-0.0029
2023-11,0.0794,0.0044,-0.048600000000000004,0.052300000000000006,0.0076
2023-12,0.0477,0.0043,-0.015600000000000001,0.0196,-0.0137
2024-01,0.0306,0.004699999999999999,0.0407,-0.011399999999999999,0.0592
2024-02,0.0291,0.0042,-0.0005,-0.0101,0.053899999999999997
2024-03,0.0329,0.0043,0.051699999999999996,-0.0064,0.0256
2024-04,-0.055400000000000005,0.004699999999999999,0.047400000000000005,-0.0263,-0.0298
2024-05,0.0094,0.0044,0.022099999999999998,-0.011399999999999999,0.0212
2024-06,-0.006500000000000001,0.0040999999999999995,-0.0206,0.0086,-0.0064
2024-07,0.0665,0.0045000000000000005,0.006,-0.0096,-0.0359
2024-08,0.00029999999999999905,0.0048,-0.0582,0.0452,-0.022799999999999997
2024-09,0.0033,0.004,-0.0018,0.015,-0.011399999999999999
2024-10,-0.0387,0.0039000000000000003,0.0169,-0.015,0.0084
2024-11,0.0083,0.004,0.028399999999999998,-0.0109,0.024399999999999998
2024-12,-0.008199999999999999,0.0037,0.023399999999999997,0.0085,-0.013000000000000001
2025-01,0.0124,0.0037,0.0042,-0.0109,-0.005699999999999999
2025-02,-0.0073,0.0033,0.0255,-0.0076,-0.0152
2025-03,0.0064,0.0034000000000000002,0.0416,-0.025099999999999997,0.015300000000000001
2025-04,0.0572,0.0034999999999999996,-0.0545,0.0321,-0.0066
2025-05,0.040499999999999994,0.0038,0.0096,-0.0003,0.009899999999999999
2025-06,0.0204,0.0034000000000000002,-0.0225,0.0155,0.009300000000000001
2025-07,-0.016900000000000002,0.0034999999999999996,0.04650000000000001,-0.0292,-0.018000000000000002
2025-08,0.0716,0.0038,0.046900000000000004,-0.0263,0.0088
2025-09,0.021800000000000003,0.0033,0.018799999999999997,-0.019299999999999998,0.0069
2025-10,0.0187,0.0037,-0.027200000000000002,0.0045000000000000005,0.028999999999999998
2025-11,0.00010000000000000026,0.003,0.0637,-0.013600000000000001,-0.0172
2025-12,0.0074,0.0034000000000000002,0.04190000000000001,-0.033,-0.0134
2026-01,0.05910000000000001,0.003,0.0513,-0.0547,0.051
2026-02,0.0925,0.0028000000000000004,0.052300000000000006,-0.042,0.0695
2026-03,-0.1169,0.0029,-0.0085,0.0045000000000000005,-0.0681
2026-04,0.083,0.0029,-0.0346,-0.021099999999999997,0.14300000000000002
2026-05,0.0497,0.0031,0.015700000000000002,-0.0369,0.029300000000000003
2026-06,-0.0063,0.0029,0.0069,0.0281,0.0273
2026-07,0.0196,0.0033,0.0554,-0.049800000000000004,-0.18280000000000002
